Key,Description,Standard,fr
SAY.cinna flowchart.618.,,"A small brook snakes around the edge of the clearing, bubbling with clear, fresh water.","Un petit ruisseau serpente autour de la lisière de la clairière, clapotant de son eau claire et fraîche."
SAY.cinna flowchart.620.Hazel,,It's beautiful.,C'est magnifique.
SAY.cinna flowchart.623.Mary,,I'm glad to see you appreciate it. I... I wanted to apologise. For yesterday.,Je suis ravie de voir que ça te plaît. Je… Je voulais m'excuser. Pour hier.
SAY.cinna flowchart.625.Mary,,I have a unique skin condition that can affect me very suddenly. I've been told that I look quite monstrous when it flares up.,Je souffre d'une maladie cutanée assez rare qui peut se manifester de manière très soudaine. On m'a dit que j'avais l'air assez effrayante quand j’ai une crise.
SAY.cinna flowchart.627.Mary,,"I didn't want you to think less of me, so I tried to hide myself from you.","J’avais peur de ta réaction alors, je t’ai caché ça."
SAY.cinna flowchart.629.Mary,,"But, as you can see, I'm alright now! It's a very temporary thing.","Mais, comme tu peux le voir, je vais bien maintenant ! C'est tout à fait passager."
SAY.cinna flowchart.630.,,"I do look at her, properly. Her skin is clear and healthy, her eyes full of life.","Je la regarde avec attention. Sa peau est nette et éclatante de santé, ses yeux débordent de vie."
SAY.cinna flowchart.631.,,"If anything, she looks much healthier than she did yesterday.","Effectivement, elle a l'air bien en meilleure forme qu'hier."
SAY.cinna flowchart.633.Mary,,"Anyway, none of that really matters. I shouldn't have shouted at you. I'm sorry.","Quoi qu'il en soit, ce n’est pas une raison. Je n'aurais pas dû te crier dessus. Je suis désolée."
SAY.cinna flowchart.634.,,"I let myself collapse onto the grass, succumbing to the exhaustion in my legs, and look up at Mary.","Je me laisse tomber sur l'herbe, cédant à la fatigue de mes jambes, et je lève les yeux vers Mary."
SAY.cinna flowchart.636.Hazel,,It's alright. I forgive you.,Ce n'est rien. Je te pardonne.
SAY.cinna flowchart.638.Mary,,You do? Really?,Ah oui ? Vraiment ?
SAY.cinna flowchart.640.Hazel,,"It's like you said, right?","C'est comme tu l'as dit, pas vrai ?"
SAY.cinna flowchart.642.Hazel,,"""You don't have to be scared of being yourself around me.""",« Tu n'as pas à avoir peur d'être toi-même avec moi. »
SAY.cinna flowchart.644.Hazel,,It's not fair if I'm the only one who gets a free pass. I'm sure you have your own struggles.,Ce n'est pas juste que je sois la seule à bénéficier d'un passe-droit. Nous avons tous nos propres problèmes.
SAY.cinna flowchart.647.Mary,,"Oh, {i}Hazel{/i}...","Oh, {i}Hazel{/i}..."
SAY.cinna flowchart.648.,,"She kneels down beside me and suddenly wraps me in an embrace. I freeze at first, then settle into her touch.","Elle s'agenouille à côté de moi et m'enlace soudainement. Je me fige un instant, puis je me laisse aller à son étreinte."
SAY.cinna flowchart.650.Hazel,,"Don't do it again, okay?","Ne recommence pas, d'accord ?"
SAY.cinna flowchart.652.Mary,,I won't.,Ça ne se reproduira plus.
SAY.cinna flowchart.653.,,"She untangles herself from me, and stands up, clapping her hands together.","Elle se détache de moi, se lève, et frappe dans ses mains."
SAY.cinna flowchart.656.Mary,,Now!,Bien !
SAY.cinna flowchart.657.,,She pulls a small pair of scissors and a pair of cloth gloves from her bag.,Elle sort une petite paire de ciseaux et une paire de gants en tissu de son sac.
SAY.cinna flowchart.659.Mary,,"Let's get to work, shall we?",On se met au travail ?
CHARACTER.Mary,,Mary,Mary
CHARACTER.Hazel,,Hazel,Hazel
