Key,Description,Standard,fr
SAY.cinna flowchart.83.Mary,,"Once I'm sure you've learned your lesson, I might just let you have it back. Won't that be nice?","Quand je serai sûre que tu auras retenu la leçon, je te la rendrai peut-être. Ce serait bien, non ?"
SAY.cinna flowchart.84.,,"I recoil from her, retreating back into the darkness, but she just follows me with her candle, its light burning my weakened eyes.","Je m'écarte d'elle, me réfugiant dans l'obscurité, mais elle continue de me suivre avec sa bougie. Sa lumière brûle mes yeux déjà affaiblis."
SAY.cinna flowchart.86.Mary,,"Oh, are you hungry? Is that why you're so upset?","Ah, tu as faim ? C'est pour ça que tu es si contrariée ?"
SAY.cinna flowchart.88.,,"I try to back away further, but the chain wrapped around my legs catches against the wall.","J'essaie de reculer encore un peu, mais la chaîne qui s'est enroulée autour de mes jambes vient buter contre le mur."
SAY.cinna flowchart.90.,,"Mary sighs, and moves closer. One of her arms wraps around me, and the other brushes through my hair, trimmed down to almost nothing.","Mary soupire et se rapproche de moi. Elle m'enlace d'un bras, et utilise l'autre pour passer sa main dans mes cheveux, coupés quasiment à blanc."
SAY.cinna flowchart.92.Mary,,"I know, I know. It's sad, that I have to chain you up like this.","Je sais, je sais. C'est triste que je doive t'enchaîner comme ça."
SAY.cinna flowchart.94.Mary,,"But we both know the reason why, don't we? Every time I give you space to roam, you try to run away from me. When will you learn your lesson?","Mais on connaît toutes les deux la raison, n'est-ce pas ? Chaque fois que je te laisse un peu d'espace, tu essaies de t'enfuir. Quand vas-tu enfin retenir la leçon ?"
SAY.cinna flowchart.95.,,"I whine, and try to push her away. Mary looks down at me with a deep pity.",Je pleure et j'essaie de la repousser. Mary me regarde avec une profonde pitié.
SAY.cinna flowchart.97.Mary,,"Look, I don't hate you. I want you to be happy.","Écoute, je ne te déteste pas. Je veux que tu sois heureuse."
SAY.cinna flowchart.99.Mary,,"If you keep playing along, and doing everything I say, for just a few more days, I'll let you up into the garden next time.","Si tu continues à jouer le jeu et à faire tout ce que je te dis, encore quelques jours seulement, je te laisserai aller dans le jardin la prochaine fois."
SAY.cinna flowchart.101.Mary,,"You'd like that, wouldn't you?","Ça te plairait, n'est-ce pas ?"
SAY.cinna flowchart.103.Hazel,,...,...
SAY.cinna flowchart.105.Mary,,Good girl.,Gentille fille.
SAY.cinna flowchart.107.,,"Her arms coil around my body like a python, squeezing me like a vise. I am breathless until she relents, and I gasp for air.","Ses bras s'enroulent autour de mon corps comme un python, me serrant comme dans un étau. Je peux à peine respirer, jusqu'à ce qu'elle relâche son étreinte. J'halète."
SAY.cinna flowchart.108.,,"I try to pull away from her grip, but she just holds on tighter, and I go limp.","J'essaie de me dégager de son étreinte, mais elle me serre encore plus fort, et je flanche."
SAY.cinna flowchart.109.,,"I stare up into her eyes, so full of desperate affection, as she leans in closer.","Je plonge mon regard dans le sien, où se lit une affection désespérée, tandis qu'elle se penche vers moi."
SAY.cinna flowchart.112.Mary,,{i}I love you.{/i},{i}Je t'aime.{/i}
SAY.cinna flowchart.143.,,Notes from cinna:{wc}Thank you so much for playing our little labor of love!,Notes de cinna : {wc}Un grand merci pour avoir joué à notre petit projet d'amour !
SAY.cinna flowchart.144.,,"One dislocated leg (please send well wishes to Nii), one concussion (please send well wishes to me lmao), one insane fever (get well soon Astra), and a team of tired souls later, this game finally exists :){wc}Please be kind, write a nice comment if you'd like (we live for them!), play through the game again and again if you want, unlock all the endings and maybe an easter egg...?","Une jambe luxée (envoyez vos vœux de bon rétablissement à Nii), une commotion cérébrale (envoyez-moi vos vœux de bon rétablissement lol), une fièvre de dingue (bon rétablissement Astra), et après tout ça, avec une équipe d'âmes épuisées, ce jeu est enfin là :){wc}Soyez sympas, laissez un petit commentaire si vous le souhaitez (on n'attend que ça !), rejouez au jeu autant de fois que vous voulez, débloquez toutes les fins, et peut-être même un easter egg… ?"
SAY.cinna flowchart.146.,,Stay tuned for more toxic yuri horror games (and check out our others if you haven't yet). The world will never have enough :P,Restez à l'écoute pour découvrir d'autres jeux d'horreur toxic yuri (et jetez un œil à nos autres jeux si vous ne l'avez pas encore fait). On n'en aura jamais assez :P
SAY.cinna flowchart.153.,,The secret ending is now unlocked! See if you can find it...,Vous avez débloqué la fin secrète ! Voyez si vous arrivez à la trouver...
CHARACTER.Mary,,Mary,Mary
CHARACTER.Hazel,,Hazel,Hazel
