Key,Description,Standard,fr
SAY.cinna flowchart.682.,,"I step closer to get a proper look at the poster in his hand, and freeze.","Je m'approche pour mieux voir l'affiche qu'il tient à la main, et je me fige instantanément."
SAY.cinna flowchart.684.,,"The drawing on it is sketchy, but it's clearly a depiction of Mary. I shudder and turn away.","Le dessin qui y figure est maladroit, mais il s'agit clairement d'une représentation de Mary. Je frissonne et fais demi-tour."
SAY.cinna flowchart.685.Crier,,The venerable and magnanimous Duke of Hart is offering a reward of up to thirty silvers for this individual!,Le vénérable et magnanime duc de Hart offre une récompense de trente pièces d'argent pour cette personne !
SAY.cinna flowchart.686.Crier,,"Any individual who can provide information leading to their capture will earn this prize. Yes, I repeat, up to thirty silvers!","Quiconque capable de fournir des informations permettant de l’appréhender obtiendra cette récompense. Oui, vous avez bien entendu, trente pièces d’argent !"
SAY.cinna flowchart.689.,,I tune him out.,Je fais la sourde oreille.
SAY.cinna flowchart.690.,,"Various stalls have been set up throughout the square. I meander over to one selling pies, my stomach rumbling.","Divers étals ont été installés un peu partout sur la place. Mon estomac gargouille, alors je me dirige nonchalamment vers celui qui vend des tartes."
SAY.cinna flowchart.692.Vendor,,"What'll it be, dearie?","Qu'est-ce que ce sera, ma petite ?"
SAY.cinna flowchart.694.Hazel,,"One of the small ones, please.","Une petite tarte, s'il vous plaît."
SAY.cinna flowchart.695.Vendor,,Here you go.,Voilà pour toi.
SAY.cinna flowchart.696.,,"I take the offered pie and take an eager bite out of it, savouring the sour meat filling. The lady attending the stall holds out one hand.","Je prends la tarte qu'on me tend et j'en croque un morceau avec appétit, savourant la bonne garniture de viande. La dame qui tient l'étal tend la main."
SAY.cinna flowchart.697.Vendor,,"That'll be ten coppers, miss.","Ça fait 10 pièces de cuivre, mademoiselle."
SAY.cinna flowchart.699.Hazel,,"Oh, uh—","Ah, euh..."
SAY.cinna flowchart.700.,,"I suddenly realise I don't have a single coin to my name.{wc}Should I have tried to find some in Mary's room? But if I had, it would have felt like stealing.","Je me rends soudain compte que je n'ai pas le moindre sou en poche.{wc}Aurais-je dû essayer d'en trouver dans la chambre de Mary ? Mais si je l'avais fait, ça aurait été du vol."
SAY.cinna flowchart.701.Vendor,,"Do you have something to barter, then?","As-tu quelque chose à échanger, à la place ?"
SAY.cinna flowchart.703.Hazel,,"Um, I—",Euh... Je-
SAY.cinna flowchart.707.Adrianne,,"I'll pay for it! And one for me too, please.","C'est moi qui paie ! Et une pour moi aussi, s'il vous plaît."
SAY.cinna flowchart.708.,,"An unfamiliar girl barges past, grabs the lady's hand, and shakes it vigorously.","Une jeune fille méconnue se fraye un chemin jusqu'à la vendeuse, lui prend la main et la serre vigoureusement."
SAY.cinna flowchart.709.Vendor,,Are you sure?,Tu es sûre ?
SAY.cinna flowchart.711.Adrianne,,"I've got the money, don't I?","J'ai l'argent, non ?"
SAY.cinna flowchart.712.Vendor,,"Go on, then.",Très bien alors.
SAY.cinna flowchart.713.,,"Money changes hands, and the two of us walk away from the stall, pies in hand.","L'argent change de mains, et nous quittons toutes les deux l'étal, nos tartes à la main."
SAY.cinna flowchart.715.Hazel,,Thank you. You didn't have to do that.,Merci. Tu n'avais pas à faire ça.
SAY.cinna flowchart.1067.Adrianne,,I know.,Je sais.
SAY.cinna flowchart.1040.Hazel,,I don't even have any way to pay you back.,Je n’ai aucun moyen de te rendre la pareille.
SAY.cinna flowchart.718.Adrianne,,That's okay! Your presence is enough.,Ce n'est pas grave ! Ta présence me suffit.
SAY.cinna flowchart.722.,,That's when I realise — it's still in my pocket.,C'est là que je réalise : elle est toujours dans ma poche.
MENU.cinna flowchart.1064,,Give daffodil,Donner une jonquille
MENU.cinna flowchart.1065,,Don't give anything,Ne rien donner
SAY.cinna flowchart.741.Hazel,,I just...,J'ai juste...
SAY.cinna flowchart.742.,,The girl chuckles.,La fille sourit.
SAY.cinna flowchart.745.Adrianne,,"It's alright, I'm only teasing. Let's find somewhere to eat.","Ce n'est rien, je te taquine juste. Allons chercher un endroit où manger."
SAY.cinna flowchart.749.Hazel,,What do you mean?,Qu'est-ce que tu veux dire ?
SAY.cinna flowchart.750.,,The girl looks disappointed.,La fille à l’air déçue.
SAY.cinna flowchart.752.Adrianne,,You're no fun.,T'es pas drôle.
SAY.cinna flowchart.754.Adrianne,,"Come on, let's find somewhere to eat.","Allez, on va chercher un endroit où manger."
SAY.cinna flowchart.756.,,"We walk through the town for a while, looking for somewhere in the shade to sit and eat. Eventually, we find it, and sit down together.","Nous marchons un moment dans la ville, à la recherche d'un endroit à l'ombre où nous asseoir pour manger. Finalement, nous en trouvons un et nous nous asseyons côte à côte."
SAY.cinna flowchart.760.,,"Despite that, I almost expect her to run off again, but the strange girl follows me as I wander around on the search for somewhere to eat.{wc}Eventually, I find a spot in the shade, and she sits down beside me.","Malgré ça, je m'attends presque à ce qu'elle s'enfuie à nouveau, mais cette étrange fille me suit tandis que je déambule à la recherche d'un endroit où manger.{wc}Finalement, je trouve un coin à l'ombre, et elle s'assoit à côté de moi."
SAY.cinna flowchart.763.Hazel,,What's your name?,Comment t'appelles-tu ?
SAY.cinna flowchart.766.Adrianne,,Adrianne.,Adrianne.
SAY.cinna flowchart.768.Hazel,,That's a lovely name.,C'est un joli prénom.
SAY.cinna flowchart.1001.,,She makes a sour face.,Elle fait une grimace.
SAY.cinna flowchart.772.Adrianne,,It's an awful name. It's so old-fashioned.,C'est un prénom horrible. Il est tellement démodé.
SAY.cinna flowchart.774.Adrianne,,"Makes me sound like I should be locked up in a glass case, slowly gathering dust.","Ça ressemble au prénom d'une poupée enfermée dans une vitrine, à prendre lentement la poussière."
SAY.cinna flowchart.776.Adrianne,,What about you?,"Et toi, ton prénom ?"
SAY.cinna flowchart.778.Hazel,,Hazel.,Hazel.
SAY.cinna flowchart.780.Adrianne,,"Hazel, Hazel, Hazel...","Hazel, Hazel, Hazel..."
SAY.cinna flowchart.781.,,"She repeats my name a few times, as if trying out how it feels, then shrugs.","Elle répète mon prénom plusieurs fois, comme pour tester sa sonorité, puis hausse les épaules."
SAY.cinna flowchart.783.Adrianne,,It'll do.,Ça fera l'affaire.
SAY.cinna flowchart.785.Adrianne,,"You're new around here, aren't you, Hazel?","Tu es nouvelle par ici, pas vrai Hazel ?"
SAY.cinna flowchart.786.,,She takes a large bite out of her pie.,Elle prend une grosse bouchée de sa tarte.
SAY.cinna flowchart.788.Hazel,,I suppose.,Je suppose.
SAY.cinna flowchart.791.Adrianne,,"I thought so! I haven't seen you around before, and I know I'd remember your face.","Je le savais ! Je ne t'avais jamais vu avant, et je suis sûre que je me serais rappelée de ton visage."
SAY.cinna flowchart.793.Hazel,,You would?,Ah oui ?
SAY.cinna flowchart.795.Adrianne,,"So what, are you looking for work? Because I might be able to find something for you, if you're interested.","Alors, tu cherches du travail ? Parce que je pourrais peut-être te trouver quelque chose, si ça t'intéresse."
SAY.cinna flowchart.797.Hazel,,... I moved in with a relative who lives here.,...J'ai emménagé chez un proche qui habite ici.
SAY.cinna flowchart.799.Adrianne,,"Ah, right, right. Are you going to be here long term?","Ah, d'accord, je vois. Tu comptes rester ici pour toujours ?"
SAY.cinna flowchart.801.Hazel,,Maybe.,Peut-être.
SAY.cinna flowchart.803.Hazel,,That man in the town square... what was he talking about?,Cet homme sur la place de la ville… De quoi parlait-il ?
SAY.cinna flowchart.806.Adrianne,,Why? Do you want to join the witch hunt?,Pourquoi ? Tu veux participer à la chasse aux sorcières ?
SAY.cinna flowchart.808.Hazel,,"No, no! I was just wondering if you knew more about him.","Non, pas du tout ! Je me demandais juste si tu en savais plus sur lui."
SAY.cinna flowchart.810.Adrianne,,"One of the Duke's men, shouting about witchcraft as always.","C'est un des hommes du duc, il hurle au sujet de la soricère, comme toujours."
SAY.cinna flowchart.812.Adrianne,,The whole town's up in arms about it now.,Toute la ville ne parle que de ça.
SAY.cinna flowchart.814.Adrianne,,"'Course, we've known about the witch for ages, but we always thought she was harmless.","Bien sûr, ça fait un bail qu'on connaît l'existence de cette sorcière, mais on a toujours cru qu'elle était inoffensive."
SAY.cinna flowchart.815.Adrianne,,Until the troubles began.,Jusqu'à ce que les problèmes arrivent.
SAY.cinna flowchart.817.Hazel,,What troubles?,Quels problèmes ?
SAY.cinna flowchart.819.Adrianne,,"There's been a blight on the crops this year, and Billy, two doors down, got his leg taken off by a wild boar.","Cette année, les récoltes ont été ravagées par un fléau, et Billy, qui habite deux maisons plus loin, s'est fait arracher une jambe par un sanglier."
SAY.cinna flowchart.821.Adrianne,,"Nancy lost her baby to a miscarriage, and ol' Ted lost two of his goats to a wolf attack. That's just the start of it, though.","Nancy a perdu son bébé après une fausse couche, et le vieux Ted a perdu deux de ses chèvres lors d'une attaque de loup. Mais ce n'est que le début."
SAY.cinna flowchart.823.Adrianne,,"There's been so much bad luck in the air recently, people have been drowning in it.",Il y a eu tellement de malchance ces derniers temps que les gens sont à bout.
SAY.cinna flowchart.825.Hazel,,What?,Comment ça ?
SAY.cinna flowchart.827.Adrianne,,"I've seen it. People in good health, dying in their beds, choking to death on the very air. It's frightful.","Je l'ai vu de mes propres yeux. Des gens en bonne santé, mourant dans leur lit, étouffés par l'air même qu'ils respirent. C'est effrayant."
SAY.cinna flowchart.829.Hazel,,Oh.,Oh.
SAY.cinna flowchart.830.,,"A calm silence settles over us as we eat. As soon as she's done, Adrianne jumps up suddenly.","Un silence s'installe autour de nous pendant que nous mangeons. Dès qu'elle a fini, Adrianne se lève d'un bond."
SAY.cinna flowchart.833.Adrianne,,"It was nice to meet you, Hazel, but I do have to get going.","J'ai été ravie de te rencontrer, Hazel, mais je dois y aller."
SAY.cinna flowchart.835.Hazel,,"Oh, okay.","Ah, d'accord."
SAY.cinna flowchart.837.Adrianne,,Will I see you again?,Est-ce qu'on pourra se revoir ?
SAY.cinna flowchart.839.Hazel,,Sure.,D'accord.
SAY.cinna flowchart.841.Adrianne,,Great!,Génial !
SAY.cinna flowchart.843.,,"Adrianne runs off, leaving me to finish my pie in silence.","Adrianne s'en va, me laissant finir ma tarte en silence."
SAY.cinna flowchart.844.,,"Eventually, I finish eating, and stand, wiping crumbs off my clothes. I try to retrace my steps to the village's entrance.{wc}I must have gotten turned around at some point, because I take a wrong turn into an alley, and then another, and end up completely lost.","Après avoir fini de manger, je me lève et j'essuie les miettes sur mes vêtements. J'essaie de revenir sur mes pas jusqu'à l'entrée du village.{wc}J'ai dû me tromper de chemin à un moment donné, car je prends la mauvaise direction dans une ruelle, puis une autre, et je finis par être complètement perdue."
SAY.cinna flowchart.846.,,"I keep walking, but the further I walk, the more alien my surroundings seem.{wc}The alleyways get thinner, and slowly darker, as the light is more constrained. The buildings become wood, then stone.","Je continue à marcher, mais plus j'avance, plus mon environnement me semble peu familier.{wc}Les ruelles se rétrécissent et s'assombrissent peu à peu, à mesure que la lumière se fait plus rare. Les bâtiments sont d'abord en bois, puis en pierre."
SAY.cinna flowchart.847.,,"I leave behind the rows of clothing lines, and the alleyways instead become cold, empty places, no windows or doors looking down on them.{wc}The noise of the world drops away, leaving only a dense silence, the only sound my footsteps on the soft dirt.","Je laisse derrière moi les rangées de cordes à linge, et les ruelles se transforment en lieux froids et vides, sans aucune fenêtre ni porte pour les surplomber.{wc}Le bruit du monde s'estompe, ne laissant place qu'à un lourd silence, le seul bruit étant celui de mes pas sur la terre meuble."
SAY.cinna flowchart.848.,,"Then, I reach a dead end. The point where all the paths converge, a small ring of old-looking, worn-down stone houses.",J'arrive à une impasse. Tous les chemins mènent à cet endroit : un petit cercle de maisons en pierre à l'aspect ancien et usé par le temps.
SAY.cinna flowchart.849.,,"Standing at what must be the edge of the village, I am boxed in by stone walls, almost entirely deprived of sunlight.","Me tenant à ce qui doit être la lisière du village, je me retrouve cernée par des murs de pierre, presque entièrement privée de lumière du soleil."
SAY.cinna flowchart.850.,,The oldest and largest of the houses stands before me.,La plus ancienne et la plus grande des maisons se dresse devant moi.
SAY.cinna flowchart.851.,,"The house is two stories tall, and must at some point have been beautiful to behold, made of polished, luxuriously engraved oak.{wc}Now though, it is rotting.{wc}Even if I had a reason to, I would not dare step one foot into it, out of fear that the ceiling would collapse.","La maison compte deux étages et a dû, à une certaine époque, être magnifique à voir. Elle est construite en chêne poli et richement sculpté.{wc}Mais aujourd’hui, elle est en train de pourrir.{wc}Même si j’avais une raison de le faire, je n’oserais pas y mettre les pieds, de peur que le plafond ne s’effondre."
SAY.cinna flowchart.852.,,"I spot an old man in a wooden rocking chair, sitting outside the door of one of the house, staring into the middle distance.{wc}His skin is so withered, his eyes so sullen, his fingernails so gnarled, that he looks almost made of wood himself.","J'aperçois un vieil homme assis dans un fauteuil à bascule en bois, devant la porte d'une des maisons, le regard perdu dans le lointain.{wc}Sa peau est si ridée, ses yeux si sombres, ses ongles si noueux, qu'on dirait presque qu'il est lui-même fait de bois."
SAY.cinna flowchart.854.Old Man,,You there!,Toi là !
SAY.cinna flowchart.855.,,His eyes suddenly blaze to life.,Ses yeux s'illuminent soudainement.
SAY.cinna flowchart.856.Old Man,,What are you doing here?,Qu'est-ce que tu fais là ?
SAY.cinna flowchart.858.Hazel,,Me?,Moi ?
SAY.cinna flowchart.859.Old Man,,"Yes, you!","Oui, toi !"
SAY.cinna flowchart.861.Hazel,,I was looking at...,Je regardais…
MENU.cinna flowchart.975,,... this house.,... cette maison.
MENU.cinna flowchart.976,,... the sky.,... le ciel.
SAY.cinna flowchart.867.Hazel,,I was just... admiring this house. It's beautiful.,J'étais juste... en train d'admirer cette maison. Elle est magnifique.
SAY.cinna flowchart.868.Old Man,,I {i}suppose{/i} that's fine.,Je {i}suppose{/i} que tu peux.
SAY.cinna flowchart.869.Old Man,,Was worried you were coming to steal from me...,J'avais peur que tu viennes pour me voler quelque chose…
SAY.cinna flowchart.872.Hazel,,I was just... looking at the sky.,J'étais juste... en train de regarder le ciel.
SAY.cinna flowchart.873.Old Man,,"The sky? Are you daft, girl?","Le ciel ? T'as un grain, ma p'tite ?"
SAY.cinna flowchart.874.Old Man,,There a thousand better places to see the sky...,Il y a un millier de meilleurs endroits pour admirer le ciel…
SAY.cinna flowchart.876.,,"He mumbles a few more words as he settles back into his chair, but they don't reach my ears.","Il marmonne encore quelques mots en se calant dans son fauteuil, mais je ne les entends pas."
SAY.cinna flowchart.878.Hazel,,Do you know why no one lives in this house any more?,Savez-vous pourquoi plus personne n'habite dans cette maison ?
SAY.cinna flowchart.880.Hazel,,It's a shame to see it rotting away.,C'est dommage de la voir pourrir comme ça.
SAY.cinna flowchart.881.Old Man,,Eh?,Hein ?
SAY.cinna flowchart.883.Hazel,,"I said, do you—",J'ai dit : « Savez-vous… »
SAY.cinna flowchart.884.Old Man,,"Well, why do you think!?","Eh bien, à ton avis ?!"
SAY.cinna flowchart.885.Old Man,,Do you really think anyone would want to live in this walled-off prison?,Tu crois vraiment que quelqu'un aurait envie de vivre dans cette prison ?
SAY.cinna flowchart.886.Old Man,,"Me, I couldn't move. My family's been here, ten generations. This is our family home, and I wouldn't abandon it, come hell or high water.","Moi, je n'pouvais pas partir. Ma famille vit ici depuis dix générations. C'est notre maison familiale, et je ne l'abandonnerais pour rien au monde."
SAY.cinna flowchart.887.Old Man,,"But even then, if'n I didn't have my niece, making deliveries every so often, even I would'a moved.","Mais par contre, si je n'avais pas ma nièce pour me faire des livraisons de temps en temps, même moi, j'aurais déménagé."
SAY.cinna flowchart.888.Old Man,,"Ain't nothing to be done about it, really. This part of town is long dead.",On n'y peut rien. Ce quartier est à l'abandon depuis longtemps.
SAY.cinna flowchart.890.Hazel,,"But someone must have lived here once, right? What happened?","Mais quelqu'un a bien dû vivre ici à un moment donné, non ? Que s'est-il passé ?"
SAY.cinna flowchart.891.,,A serious look suddenly settles over the old man's face.,Une expression grave s'installe soudain sur le visage du vieil homme.
SAY.cinna flowchart.892.Old Man,,"Are you sure you want to hear the story? Because if I'm starting, I ain't stopping 'till it's done.","Tu es sûre de vouloir entendre cette histoire ? Parce que si je commence, je n'm'arrêterai pas avant d'avoir tout raconté."
SAY.cinna flowchart.893.Old Man,,"It's an important story, and I don't get many chances to tell it these days.","C'est une bien sombre histoire, et j'ai peu d'occasions de la raconter ces derniers temps."
SAY.cinna flowchart.895.Hazel,,Go on.,Allez-y.
SAY.cinna flowchart.896.Old Man,,"Aye, this story is old, almost as old as I am. It happened in my youth, back when this area still breathed.","Eh bien, c'est une vieille histoire, presque aussi vieille que moi. Ça s'est passé quand j'étais jeune, à l'époque où ce quartier était encore plein de vie."
SAY.cinna flowchart.897.,,"A strange expression comes over him, a look of distant reverence, as if he's staring at a painting I can't quite see.","Une expression étrange se dessine sur son visage, un regard empreint d'une révérence lointaine, comme s'il fixait un tableau que je ne parviens pas à distinguer."
SAY.cinna flowchart.899.Old Man,,"See, this village seems young, but its bones are old.","Tu sais, ce village a l'air naissant, mais ses fondations sont très anciennes."
SAY.cinna flowchart.900.Old Man,,"There've been houses on these hills for centuries, getting built, getting abandoned, rotting away.","Il y a des maisons sur ces collines depuis des siècles. On en a construit, on en a abandonné, et certaines sont tombées en ruine."
SAY.cinna flowchart.901.Old Man,,Their timber sinks beneath the dirt and becomes foundation for the next. 'S why we've got such good ground for building on.,Leur bois s'enfonce dans la terre et sert de fondation pour la génération suivante. C'pour ça qu'nous disposons d'un sol si propice à la construction.
SAY.cinna flowchart.902.Old Man,,"Once, when the main road was long, and winding, the heart of the village was here, and everything flowed through this point.","Autrefois, lorsque la route principale était longue et sinueuse, le cœur du village se trouvait ici, et tout passait par cet endroit."
SAY.cinna flowchart.903.Old Man,,"'Course, that couldn't last forever. Eventually, the road moved, and people built away, and this place became lost, and forgotten.","Bien sûr, ça n'pouvait pas durer éternellement. Finalement, la route a été déplacée, les gens ont construit ailleurs, et cet endroit s'est fait oublier."
SAY.cinna flowchart.904.Old Man,,"I remember hearing of some town, far down the road, being destroyed in the war.","Je m'souviens avoir entendu dire qu'une ville, située bien plus loin sur la route, avait été détruite pendant la guerre."
SAY.cinna flowchart.905.Old Man,,"I heard that over time, that changed the very shape of the road, and that changed where people built.","J'ai entendu dire qu'au fil du temps, ça avait modifié le tracé même de la route. Les gens ont donc construit ailleurs."
SAY.cinna flowchart.906.Old Man,,"But, you know, I never really believed that. The people changed 'afore the road did.","Mais, tu sais, je n'y ai jamais vraiment cru. Les gens ont changé bien avant cette route."
SAY.cinna flowchart.907.Old Man,,That house you see there was built for a strange couple.,Cette maison que tu vois là a été construite pour un couple un peu bizarre.
SAY.cinna flowchart.908.Old Man,,"Pale as ghosts, barely ever talked, but the money flowing outta' their pockets seemed to have no end.","Aussi blanc que des fantômes, ils n'parlaient presque jamais, mais l'argent qui sortait de leurs poches semblait sans fin."
SAY.cinna flowchart.909.Old Man,,"People said that they were half-royal, but no one could ever agree on which half.","Les gens disaient qu'ils étaient à moitié de sang royal, mais personne ne parvenait jamais à se mettre d'accord sur quelle moitié."
SAY.cinna flowchart.910.Old Man,,And their son...,Et leur fils...
SAY.cinna flowchart.911.,,He shuddered.,Il frissonna.
SAY.cinna flowchart.912.Old Man,,It was like you could see the devil in his eyes.,C'était comme si on pouvait voir le diable dans ses yeux.
SAY.cinna flowchart.913.Old Man,,"You would swear you could see him communing with them, staring off into space at nothing at all for minutes or hours at a time, or when he talked to his dolls.","On aurait juré le voir communier avec lui, le regard perdu dans le vide, sans rien regarder en particulier, pendant des minutes voire des heures d’affilée, ou lorsqu’il parlait à ses poupées."
SAY.cinna flowchart.914.Old Man,,"There was one he always dragged around with him, everywhere he went.","Il y en avait une qu'il traînait toujours avec lui, partout où il allait."
SAY.cinna flowchart.915.Old Man,,"It was a creepy little thing, too, with its empty little smile, covered in cracks and fractures from being dragged across the cobbles.","Elle aussi était effrayante, avec son petit sourire vide, couverte de fissures et de cassures à force d'avoir été traînée sur les pavés."
SAY.cinna flowchart.916.Old Man,,One day I found one of the thing's black glass eyes in my morning porridge.,"Un jour, j'ai trouvé l'un des yeux en verre noir de cette chose dans mon porridge du matin."
SAY.cinna flowchart.991.,,He shudders.,Il frissonne.
SAY.cinna flowchart.918.Old Man,,I don't even want to imagine how it got there.,Je n'veux même pas imaginer comment il a pu se retrouver là.
SAY.cinna flowchart.919.Old Man,,"One day, I heard a strange noise in the middle of the night, and I looked out the window.","Un jour, j'ai entendu un bruit étrange au milieu d'la nuit, et j'ai regardé par la fenêtre."
SAY.cinna flowchart.920.Old Man,,"I saw that boy, wandering aimlessly through the village, wailing. ""{i}I killed them, I killed them...{/i}""","J'ai vu ce garçon qui errait sans but dans le village en se lamentant : « {i}C'est moi qui les ai tués, c'est moi qui les ai tués...{/i} »"
SAY.cinna flowchart.921.Old Man,,He was holding a bloody knife in his hands.,Il tenait un couteau ensanglanté dans ses mains.
SAY.cinna flowchart.922.Old Man,,"That was the last anyone saw of the parents, too. They must be buried, out there, somewhere in the fields.","C'était aussi la dernière fois que quelqu'un avait vu ses parents. Ils doivent être enterrés là-bas, quelque part dans les champs."
SAY.cinna flowchart.924.Hazel,,What happened to the boy?,Qu'est-il arrivé au garçon ?
SAY.cinna flowchart.925.Old Man,,"See, that's where things get messy. Nobody wanted to hang the kid, and nobody could bring themselves to let him starve, either.","Tu vois, c'est là que les choses se compliquent. Personne n'voulait faire pendre le gamin, mais personne n'pouvait non plus se résoudre à le laisser mourir de faim."
SAY.cinna flowchart.926.Old Man,,"Nobody wanted to take him in, though. He must have gone through a dozen or more foster parents.","Personne ne voulait l'accueillir non plus. Il a dû passer par une douzaine de familles d'accueil, voire plus."
SAY.cinna flowchart.927.Old Man,,"And because he never stopped being trouble, I always saw him battered and bruised.","Et comme il n'a jamais cessé de faire des bêtises, je l'voyais toujours couvert de bleus et d'égratignures."
SAY.cinna flowchart.928.Old Man,,"I began to feel sorry for 'im, in all honesty. You can hardly blame a child for succumbing to devilment, can you?","Pour être tout à fait honnête, il a commencé à m'faire de la peine. On n'peut tout de même pas reprocher à un enfant de céder à la malice, n'est-ce pas ?"
SAY.cinna flowchart.929.Old Man,,"There were a few more deaths too, always in suspicious circumstances, but never suspicious enough that the boy could take the blame.","Il y a eu quelques autres décès, toujours dans des circonstances étranges, mais jamais suffisamment étranges pour que le garçon puisse en être tenu pour responsable."
SAY.cinna flowchart.930.Old Man,,"I suppose he'd gotten cleverer by then, because the town almost tore itself apart trying to find the killer.","Je suppose qu'il était devenu plus rusé à ce moment-là, car la ville s'est presque déchirée à force de chercher le meurtrier."
SAY.cinna flowchart.931.Old Man,,"And then, one day, the boy was gone.","Et puis, un jour, le garçon avait disparu."
SAY.cinna flowchart.932.Old Man,,"He left a note behind, saying that he'd gone to study in the city.",Il a laissé un mot dans lequel il disait qu'il était parti étudier en ville.
SAY.cinna flowchart.933.Old Man,,"""{i}I've gone to change my fortune{/i},"" he said. And that was the last I ever saw of him.","« {i}Je suis parti pour changer de vie{/i} », a-t-il dit. Et c'était la dernière fois que je le voyais."
SAY.cinna flowchart.934.Old Man,,"You can tell, can't you? There's no windows looking down on these back streets.","Tu l'as remarqué, n'est-ce pas ? Il n'y a pas d'fenêtres qui donnent sur ces ruelles."
SAY.cinna flowchart.935.Old Man,,"Even the houses have turned their back on this place, on its curse, on the blood that was spilled here.","Même les maisons ont tourné le dos à cet endroit, à sa malédiction, au sang qui y a été versé."
SAY.cinna flowchart.936.Old Man,,Of course no one wanted to build here after that.,"Évidemment, personne n'a voulu construire ici après ça."
SAY.cinna flowchart.937.Old Man,,"But these are good fields, and good farming, so people just moved a bit down the road and called that ""{i}good enough{/i}.""","Mais ce sont de bonnes terres, elles sont fertiles, alors les gens se sont simplement installés un peu plus loin sur la route et ont estimé que c'était « {i}suffisant{/i} »."
SAY.cinna flowchart.938.Old Man,,So? What did you think of my story?,Alors ? Qu'est-ce que tu as pensé de mon histoire ?
SAY.cinna flowchart.940.Hazel,,Is it true?,Est-elle vrai ?
SAY.cinna flowchart.942.,,"The old man laughs, settling back in his chair.",Le vieil homme rit en se calant dans son fauteuil.
SAY.cinna flowchart.943.Old Man,,"Aye, it's as true as I remember it.","Eh, aussi vraie que j'men souvienne."
SAY.cinna flowchart.944.Old Man,,"'Course, it's hard to say how much that means these days...","Bien sûr, difficile de dire à quel point ça a du sens de nos jours…"
