Key,Description,Standard
SAY.cinna flowchart.1456.Mary,,"Hazel, please. I can change."
SAY.cinna flowchart.1458.Mary,,Just {i}take my hand{/i}.
MENU.cinna flowchart.1478,,Leave.
MENU.cinna flowchart.1483,,Take her hand.
MENU.cinna flowchart.1484,,Ask about the potion.
SAY.cinna flowchart.1496.Mary,,"Get out of here now, if you want to keep your life!"
CHARACTER.Mary,,Mary
CHARACTER.Hazel,,Hazel
CHARACTER.Old Man,,Old Man
CHARACTER.Adrianne,,Adrianne
CHARACTER.???,,???
CHARACTER.Duke,,Duke
CHARACTER.Priest,,Priest
CHARACTER.Reginald,,Reginald
CHARACTER.Note,,Note
CHARACTER.Vendor,,Vendor
CHARACTER.Crier,,Crier
